ARM_rx,ARM_ry,ARM_rz,ARM_x,ARM_y,ARM_z,HAND_rx,HAND_ry,HAND_rz,HAND_x,HAND_y,HAND_z,ant1_00470102030405000000ffff_phase,ant1_00470102030405000000ffff_rssi,ant1_00480102030405000000ffff_phase,ant1_00480102030405000000ffff_rssi,ant1_00490102030405000000ffff_phase,ant1_00490102030405000000ffff_rssi,ant1_004a0102030405000000ffff_phase,ant1_004a0102030405000000ffff_rssi,ant4_00470102030405000000ffff_phase,ant4_00470102030405000000ffff_rssi,ant4_00480102030405000000ffff_phase,ant4_00480102030405000000ffff_rssi,ant4_00490102030405000000ffff_phase,ant4_00490102030405000000ffff_rssi,ant4_004a0102030405000000ffff_phase,ant4_004a0102030405000000ffff_rssi,timestamp
1.315351302571196,-2.40976045932331,0.5899639944852174,-0.047446373124146436,0.006354987659225785,1.0881969095511932,0.7208990694559867,-2.7349767846482615,0.28394606831477043,-0.12737837164260707,-0.06450027189093889,1.101432604617705,640,68,3644,62,3437,73,147,72,93,67,2910,73,1868,69,1161,69,1778616145.5794246
-1.62288136675763,2.9397625945650208,-0.7292360570583694,-0.04826381223084894,0.007351510601075208,1.0925703640654132,0.696694239468835,-2.747353981191644,0.3364354226269121,-0.12845372018469542,-0.062496334619102534,1.0834801938589602,525,71,96,70,3345,71,251,74,133,66,2826,66,3769,73,3733,70,1778616146.2407842
1.1479848535917405,-2.227603791980861,0.7875503030398798,-0.04030299643602596,0.011798840149973329,1.093305892350539,0.966977489073783,-2.767229469301814,0.467135145919256,-0.11351664672009627,-0.05810122922379027,1.1105977510396163,316,68,4023,68,3321,74,185,74,2421,67,2825,69,3870,71,3454,71,1778616147.0076663
1.2676479256981767,-2.304789750026868,0.6857952813247349,-0.023837300745542408,0.0427426573812898,1.0766613174910795,-1.2858613941314285,2.9653647085926536,-0.4567290920042176,-0.08844576181794357,-0.040469077321384835,1.0769536376235187,299,71,27,69,3244,73,121,75,63,64,2862,71,3727,72,3187,69,1778616147.8320675
1.2674732072471349,-2.326284593509898,0.6987001853340085,-0.019188647655894474,0.04944658882685253,1.083871810970303,1.1930533733413438,-2.785879983042703,0.44838164257527746,-0.08521809816989517,-0.03428990242802294,1.0798706430429634,2325,68,4046,70,1100,73,29,74,4081,61,2825,70,3538,73,2941,70,1778616148.5990298
1.267324080135371,-2.326385503946435,0.6615398587233857,-0.008917189072232067,0.05986339288782809,1.0804652909936554,1.2063351585543511,-2.9082037075383753,0.343725540978568,-0.07612620609795072,-0.024410104280489807,1.0763935621078387,343,68,1888,69,1015,72,3933,75,68,61,618,69,3534,74,789,70,1778616149.3713794
1.316935610314397,-2.3699189516517256,0.6445110927889289,0.004809277096094864,0.07934124383636844,1.0659951542092965,1.1843606060410756,-2.810880502773311,0.2615504048829685,-0.062372434827760684,-0.008214518017679138,1.0552643240285866,433,68,3925,68,3076,72,3885,76,,,548,69,3500,75,2748,70,1778616150.1879303
1.3503357248859307,-2.43533305159625,0.6276534070886595,0.01668763051595231,0.09390303614629346,1.0545161679985675,1.236491381523752,-2.8342609768896474,0.44770144612444207,-0.05019409378888246,0.002806443139811458,1.0350141587241235,412,66,3936,68,982,72,3849,76,,,2577,69,3485,75,2779,70,1778616150.911086
1.3858916680286848,-2.4725895453652003,0.6002971333038386,0.022977083036594566,0.10458028106864956,1.0540739334495168,1.2613380184336727,-2.8814052775955084,0.36120822180212875,-0.0440471910361467,0.012251454937201854,1.0334090997477199,910,65,3948,68,992,73,3787,76,,,2499,68,3509,75,724,70,1778616151.627456
1.3207558546847904,-2.35711778648234,0.6708458905096399,0.02978715091003121,0.11503769688352283,1.0296684609917144,-1.2364440247153814,2.7188378089153864,-0.41548785622917733,-0.03450840971525308,0.02425944830928104,1.013970863277409,1068,64,3947,68,1026,73,3786,76,,,404,69,3552,74,2780,70,1778616152.3460748
1.3330492512224232,-2.387763639589038,0.5757209275069218,0.028675608056093104,0.11835482041164333,1.0451533941727669,1.3902720416717618,-2.9864408844902632,0.42665993320291934,-0.034394677367677734,0.024606991373288905,1.0027471094453455,444,70,4005,67,986,76,3880,76,2230,62,247,67,3449,75,2930,70,1778616153.115961
1.4190274019037947,-2.4171252930451654,0.5510121367578255,0.004257832719265938,0.12613847549118354,1.055838409978986,1.3266142833032102,-2.7395516363896872,0.10567913940132527,-0.05488517487668639,0.02818796533049576,1.0231492903431794,364,72,3809,67,3190,78,3960,75,71,65,2254,62,1507,74,937,71,1778616153.8941438
1.449598736101017,-2.2725986246164767,0.6144344437244389,-0.03541140274527252,0.1326034412440394,1.0359618254354273,1.3820463914044745,-2.6673860902685345,0.2873921526830279,-0.08565948561173248,0.03224065539811384,1.0173163173734616,2448,69,1934,66,1032,77,4002,75,88,65,,,3555,74,970,71,1778616154.6094732
1.519708257898724,-2.2616917911126677,0.5928147647748645,-0.06523552486645516,0.13933888511322232,1.0334601916047266,1.4454183782973045,-2.633088017884517,0.17058096580823318,-0.10763394431472827,0.03720199196595234,1.002121665310763,355,70,,,3176,78,36,75,4052,66,,,3612,74,3193,73,1778616155.321121
1.5301938755616025,-2.2258750592722856,0.5577990036022923,-0.08290167763983411,0.14215018177221214,1.0294552642739259,1.5416238357706058,-2.707329681292652,0.1531183033383257,-0.12346519455679186,0.03986442699872839,1.0145581783395052,385,70,,,3172,78,99,76,64,65,200,67,3655,74,1114,73,1778616155.983649
1.5473993961665025,-2.189628459357863,0.5773080721982311,-0.10272605734088412,0.14539182042927182,1.0309283009229508,1.553720886793865,-2.613510345062191,0.26163625128923057,-0.1383185235888689,0.04138215611463146,1.014773241116297,449,70,,,1101,77,176,77,5,64,222,65,3651,73,1212,75,1778616156.704017
1.58752139294778,-2.1408859505396713,0.6436894163921899,-0.12977759282542017,0.14703972593710185,1.0299422747577887,1.560937515121674,-2.5167953312256137,0.20426490535412511,-0.15715576011512267,0.04217224954414113,1.0027048800812117,438,68,2240,65,1084,77,229,79,4071,66,,,3656,73,3314,74,1778616157.4241736
-1.771114954599505,2.006183399264582,0.05903430300614076,-0.1639504814821924,0.14984808633281363,1.0401525510843694,1.6533445293044715,-2.484372146283576,-0.007841133073418625,-0.18263032461610323,0.041162730967177666,1.0084810097242096,433,69,744,62,1118,77,217,79,40,65,466,71,3648,73,1229,73,1778616158.0905964
1.650846730869204,-2.017062641642921,0.6286886046042539,-0.178643112234965,0.13502225442155075,1.043724896868805,1.6260672734150865,-2.476851942604655,0.06573458112137351,-0.19500775806108303,0.029207093912147413,1.0128410667657897,430,70,,,3215,77,200,76,2174,63,1316,60,3747,70,3329,66,1778616158.807769
1.6118942215323977,-1.9551161139895894,0.6012858987869818,-0.16084382113645299,0.1063891145071464,1.054149593200327,1.573723335337641,-2.504691268165024,0.07126063731523634,-0.1850394793084528,0.00858803596621592,1.0465965667565997,2494,70,,,1115,77,256,69,2320,62,636,62,3749,70,1236,70,1778616159.4728465
