WRIST_rx,WRIST_ry,WRIST_rz,WRIST_x,WRIST_y,WRIST_z,ant1_00470102030405000000ffff_phase,ant1_00470102030405000000ffff_rssi,ant1_00480102030405000000ffff_phase,ant1_00480102030405000000ffff_rssi,ant1_00490102030405000000ffff_phase,ant1_00490102030405000000ffff_rssi,ant1_004a0102030405000000ffff_phase,ant1_004a0102030405000000ffff_rssi,ant4_00470102030405000000ffff_phase,ant4_00470102030405000000ffff_rssi,ant4_00480102030405000000ffff_phase,ant4_00480102030405000000ffff_rssi,ant4_00490102030405000000ffff_phase,ant4_00490102030405000000ffff_rssi,ant4_004a0102030405000000ffff_phase,ant4_004a0102030405000000ffff_rssi,interaction_id,timestamp
1.8426278589930505,-1.739995680836129,0.35061116618974264,-0.19845673685858845,-0.1350642501309266,1.0612526490525322,2967,69,3898,69,1040,75,2501,75,1183,65,82,67,3474,61,2566,76,-1,1776810912.9083164
1.8724580463925793,-1.7401029387651368,0.35056248523499484,-0.20130269610136153,-0.1150689911732056,1.0506050645808944,2970,69,4037,70,1019,74,443,75,1055,65,171,66,3546,63,478,76,-1,1776810913.9897404
-2.705311977706843,2.478758331554776,-0.46173603624262494,-0.2057623622185463,-0.10376705493758652,1.055456329301299,2917,70,4029,70,1057,73,388,75,1140,65,4038,64,3704,62,482,77,-1,1776810915.0291498
1.900310337514341,-1.7248316880854693,0.32917811587572704,-0.20590955469096148,-0.09251890300103674,1.0416407483179706,2919,70,3822,67,1041,73,338,75,1176,65,,,3761,63,457,77,-1,1776810916.054757
1.894772219935962,-1.7249013584386612,0.3395631475970411,-0.20870320547625099,-0.07818651498895587,1.0425374514277088,799,71,,,3095,72,370,76,3013,63,1194,61,3915,66,476,77,-1,1776810916.976083
1.8904918212718738,-1.733163790029166,0.27834510539072854,-0.20758971546486693,-0.06010874984285219,1.0267679868449535,2745,70,,,3040,71,399,78,1063,64,,,3783,62,406,77,-1,1776810917.9522622
1.9519789405852919,-1.766385749374362,0.2731550881053347,-0.20557778345894992,-0.031937207020430104,1.0280438146349098,2798,70,,,3080,70,322,78,998,66,,,3644,64,391,75,-1,1776810918.7706263
1.9510699205342446,-1.783112213192706,0.30790047883449123,-0.19021261796315891,-0.02017519831650627,1.0008817543819621,690,71,3437,63,1075,70,204,77,1127,67,3436,62,729,64,3055,65,-1,1776810919.5918534
1.9301865338592386,-1.8411228803685087,0.30825503409591926,-0.16584835764372222,-0.02240947497524062,0.998458204919705,678,69,901,68,3257,71,137,73,3040,68,961,63,397,65,3800,71,-1,1776810920.4630394
1.8622030720296727,-1.907006429456145,0.3912957983633511,-0.11884879293341598,-0.0323491544198042,1.0136702891521234,674,68,555,69,3247,70,,,2853,68,702,67,303,68,1141,69,-1,1776810921.4360754
1.8025431134121501,-1.9534239506049007,0.36675505347269616,-0.09551504858967855,-0.045537035346671695,1.0209997552401069,2711,68,337,69,1167,72,3388,70,2715,66,2754,71,216,69,1101,72,-1,1776810922.3541858
1.689297657627904,-2.0283761789058365,0.45804401405193756,-0.0761772716225981,-0.05999903939460672,1.0072594204245464,2753,69,2257,68,3142,71,3241,72,628,66,2755,71,156,68,1120,72,-1,1776810923.3272758
1.6552228620317242,-2.052402442959285,0.47960198659066344,-0.06333368906609545,-0.07527492660396619,1.0151274757954583,2729,71,79,67,1067,72,3177,73,2685,66,740,71,162,68,1047,72,-1,1776810924.30054
1.6142865597215894,-2.110823217223075,0.501757149505373,-0.05429576078145097,-0.0818041313913354,1.0189436402507603,739,68,4051,67,3098,71,3124,74,662,65,2854,73,178,66,945,72,-1,1776810925.380224
1.5501642638579083,-2.1474980656569245,0.5568754595507952,-0.040835868238404904,-0.09162423982244644,1.0191244837609497,2830,67,3961,68,1014,71,991,74,3551,62,3006,73,351,64,839,73,-1,1776810926.4102228
1.4966392078886654,-2.2458660701449333,0.514927671363866,-0.027717201791821206,-0.10498265692507822,1.0432825171647742,628,68,3889,69,3150,71,908,75,2847,61,1072,73,2736,63,2912,72,-1,1776810927.395012
1.388847116806592,-2.252658315152991,0.5172408612079509,-0.006495160946274402,-0.12154658234396722,1.0250828882325411,2637,72,3889,70,1322,70,903,76,608,63,1116,72,3183,66,927,72,-1,1776810928.3724833
1.2943192449402448,-2.3147098145786806,0.5954984311788397,0.007829597827794474,-0.13752221299513936,1.0080733139332252,625,71,3902,70,3583,68,2938,75,2643,64,1143,72,1586,66,2987,72,-1,1776810929.3471353
1.2554965681470092,-2.3905759042848547,0.5731390530789406,0.016415605338615673,-0.1528769843624765,1.046088060699003,686,72,3960,71,3630,68,894,75,662,65,1145,70,,,3172,73,-1,1776810930.324235
1.2163201895452556,-2.446969421997973,0.543787897864736,0.02447857667814783,-0.16967911259992835,1.0770125859852069,807,73,4020,71,3374,70,3020,74,2702,62,1130,71,3978,65,3371,72,-1,1776810931.242806
1.1474221125017472,-2.4393962074693607,0.5866806237228445,0.02820618417830038,-0.18741528139820904,1.0629820934116325,824,72,39,70,3757,69,1028,74,2976,62,1054,71,2828,63,3438,71,-1,1776810932.2183313
1.25323266853589,-2.3340678712810172,0.5529258215189206,-0.0037375541911132955,-0.191500983749468,1.0677299894202177,870,71,77,71,3275,72,1022,74,3076,62,3025,70,25,64,3468,72,-1,1776810933.1944222
1.3702593369207328,-2.25871720819235,0.5445532906847863,-0.04905858463040766,-0.1933239304983003,1.0879493370083093,2879,72,91,69,3237,72,3090,74,3018,63,3051,70,4066,64,3489,73,-1,1776810934.277089
1.4230313561006454,-2.1917089285402183,0.4591011124599237,-0.06743943474755602,-0.18679676274542065,1.0778894936304706,835,71,106,69,3263,74,1118,74,2995,63,1016,68,4047,66,1429,74,-1,1776810935.30846
1.490216011871311,-2.1029347716245517,0.44430076307384214,-0.08384883079259066,-0.1817263381401383,1.059982029988025,2837,71,45,69,3260,74,1184,75,3041,64,3194,68,3968,67,3488,75,-1,1776810936.390455
1.5841786778316542,-2.034019370277661,0.42564664467284635,-0.09477883058467067,-0.18071739757181887,1.0688836445217305,2822,70,62,69,3240,75,3319,74,1026,64,3311,67,3946,68,3527,75,-1,1776810937.4687448
1.6081206319533041,-1.9621593287109689,0.44579267990706345,-0.10682755765742041,-0.17432431788368005,1.0621386880084882,774,70,43,70,3236,76,1360,73,2794,66,3618,71,4032,65,3725,75,-1,1776810938.54516
1.671939181878621,-1.8846973109895218,0.4076366580619574,-0.11665897205781849,-0.16830902056442804,1.048061662184709,2881,70,3652,67,3275,76,3392,71,3232,64,1416,71,3995,70,3658,71,-1,1776810939.6301508
1.7173857605521314,-1.832438477162897,0.36721578058078913,-0.1290980077507672,-0.1644314681057979,1.0528401274173587,746,65,93,71,3211,77,3623,69,1388,65,3403,72,3919,70,4075,63,-1,1776810940.7579644
1.7889114118151768,-1.7842515904740297,0.3428303637245787,-0.143084264950217,-0.16084036743771546,1.0639125593145826,2790,65,60,71,1123,76,3345,68,3480,67,1410,70,4074,69,3581,72,-1,1776810941.8897686
1.8452481299377876,-1.7825043524218693,0.42109819284239713,-0.14301312662622698,-0.1478317038038577,1.046800140799851,2845,67,71,70,1008,73,3712,73,1064,67,2868,68,131,68,1370,75,-1,1776810943.0250254
1.8622346881987615,-1.8378332459388584,0.43334122651523294,-0.11895504131485048,-0.12472321478161656,1.0558455428019375,2762,67,201,69,3081,72,1248,74,2790,67,2635,72,78,71,733,73,-1,1776810944.1040812
1.8423545974281572,-1.9317286769697783,0.517060386349789,-0.07643014243560355,-0.09104858843237992,1.041802906223594,1127,66,50,65,1157,71,634,72,3347,63,785,73,3858,69,251,72,-1,1776810945.1322854
1.795289485904955,-2.0330555682789866,0.5451371746752285,-0.02448325987578056,-0.05826337672226039,1.0193348312771704,3505,68,4027,65,1097,71,430,71,,,1010,73,1493,67,228,72,-1,1776810946.1536186
1.7777641660838548,-2.0849931638568635,0.5410102382338445,0.022662833667014784,-0.029937625538472477,0.9962997685192724,3724,65,3922,66,3073,70,364,71,,,3184,72,1325,67,331,73,-1,1776810947.132628
1.733518135568485,-2.051728985909529,0.5249774758095226,0.048606831339881085,-0.013901578935111613,0.9797702004829332,1606,65,1823,68,883,70,285,71,,,1169,72,3370,67,361,73,-1,1776810948.1617203
1.7447303578719147,-2.1539317163546468,0.4898908328550623,0.07676971632159225,-0.004853083301991498,0.9798533495617588,1782,64,3843,69,2954,70,307,71,,,,,,,2398,72,-1,1776810949.1872032
1.6797221358898564,-2.137935724262262,0.4698486785664854,0.07003825911040566,-0.021484600753991032,0.9884487244562108,938,66,3791,67,2936,70,381,72,2904,72,1036,71,3732,68,404,71,-1,1776810950.1102266
1.6498474809876764,-2.1105090855272257,0.4985241545470361,0.04818793347702818,-0.05240393443532178,1.0032169948253522,1501,73,3775,68,948,71,512,73,3352,67,1010,72,3847,69,587,71,-1,1776810951.1376164
1.5861693925466214,-2.093264876124674,0.5911576322739452,0.030880965228318704,-0.07690320403704144,0.9984753660998613,2403,69,3691,67,823,72,584,73,4079,63,3135,73,3810,68,821,72,-1,1776810952.1684234
1.5909635442314822,-2.1201382016628885,0.5226083514213961,0.020169888341526856,-0.10352509536946847,1.0365155106061024,3764,65,3754,68,3092,74,2730,75,254,69,3114,73,145,69,3252,69,-1,1776810953.2461514
1.5762132713513977,-2.06652959373248,0.4770556017332399,0.009432019500625652,-0.1263804076405307,1.0256872702292505,229,64,3738,69,3360,76,777,76,39,67,1040,72,553,68,3361,70,-1,1776810954.3769827
