WRIST_rx,WRIST_ry,WRIST_rz,WRIST_x,WRIST_y,WRIST_z,ant1_00470102030405000000ffff_phase,ant1_00470102030405000000ffff_rssi,ant1_00480102030405000000ffff_phase,ant1_00480102030405000000ffff_rssi,ant1_00490102030405000000ffff_phase,ant1_00490102030405000000ffff_rssi,ant1_004a0102030405000000ffff_phase,ant1_004a0102030405000000ffff_rssi,ant4_00470102030405000000ffff_phase,ant4_00470102030405000000ffff_rssi,ant4_00480102030405000000ffff_phase,ant4_00480102030405000000ffff_rssi,ant4_00490102030405000000ffff_phase,ant4_00490102030405000000ffff_rssi,ant4_004a0102030405000000ffff_phase,ant4_004a0102030405000000ffff_rssi,interaction_id,timestamp
1.8247763037662514,-1.7811486219675134,0.27646612116537167,-0.07867115141647488,-0.0128352860427647,0.9977404349502679,1108,71,757,60,1036,70,,,2927,69,417,68,3235,63,500,63,-1,1776812199.994617
1.8248259470584758,-1.7818160678186428,0.27940733853046246,-0.07869633859981316,-0.012254653744222556,0.9980365106856992,3411,72,1181,61,817,70,4006,63,2947,65,2527,70,1129,71,,,-1,1776812201.03131
1.895823884343351,-1.8440889563188225,0.42140769311207554,-0.06018765301747263,0.007698223474989789,1.011777185161389,3586,70,1158,60,889,74,160,69,3776,65,646,69,3345,73,3958,64,-1,1776812202.0027852
1.6643819882867859,-1.846193225573699,0.4138970804087717,-0.018737814722672958,-0.02515691523543364,0.9915287893925174,2837,67,1279,67,3125,78,496,73,3936,68,3018,65,3798,72,277,71,-1,1776812203.0346832
1.5694363877492075,-1.884368417223104,0.4655940194091123,-0.010107677487040263,-0.09079977962681587,1.0152380802951098,2862,71,3602,70,3486,78,2715,74,1663,66,3497,62,4064,70,2735,71,-1,1776812204.1661327
1.530423263024796,-1.9306736853765436,0.45949637072681226,0.005758031359398483,-0.15541892518716216,1.063590091872518,927,70,3464,70,1252,73,562,73,1651,68,2980,62,3930,67,148,71,-1,1776812205.3538523
1.5472687295221477,-2.0473736484107445,0.5890665238255084,0.034405799990255996,-0.13947629853411975,1.0531799673890314,2973,67,1774,70,962,76,3033,74,1467,70,24,67,3329,67,610,76,-1,1776812206.4911504
1.6717064814215528,-1.9701728277441635,0.6119316880474516,-0.07102901263492528,-0.18093101279068718,1.118991515344963,975,66,3822,72,820,76,2893,73,1473,69,114,65,1371,69,3878,74,-1,1776812207.624215
1.778385097684706,-1.8834700599218686,0.6407778750214789,-0.12342104693057832,-0.14596213385700102,1.0679119654025295,918,68,3825,70,911,77,3057,73,3682,70,993,66,3624,68,94,68,-1,1776812208.811884
1.730593612068515,-1.94756353934219,0.7432928625015169,-0.0796235149178829,-0.18025588964657116,1.117261398420434,3103,69,3559,70,996,75,2719,73,1505,65,3358,67,,,2414,66,-1,1776812209.8915887
