WRIST_rx,WRIST_ry,WRIST_rz,WRIST_x,WRIST_y,WRIST_z,ant1_00470102030405000000ffff_phase,ant1_00470102030405000000ffff_rssi,ant1_00480102030405000000ffff_phase,ant1_00480102030405000000ffff_rssi,ant1_00490102030405000000ffff_phase,ant1_00490102030405000000ffff_rssi,ant1_004a0102030405000000ffff_phase,ant1_004a0102030405000000ffff_rssi,ant4_00470102030405000000ffff_phase,ant4_00470102030405000000ffff_rssi,ant4_00480102030405000000ffff_phase,ant4_00480102030405000000ffff_rssi,ant4_00490102030405000000ffff_phase,ant4_00490102030405000000ffff_rssi,ant4_004a0102030405000000ffff_phase,ant4_004a0102030405000000ffff_rssi,interaction_id,timestamp
1.8838559684701712,1.7830505322558676,-1.2344473514521175,-0.26083730262683535,0.025937549401580055,1.0896133037387878,3131,67,4025,67,3279,74,201,73,1413,64,3729,68,2973,61,640,74,-1,1778394368.3628645
1.8838559684701712,1.7830505322558676,-1.2344473514521175,-0.26083730262683535,0.025937549401580055,1.0896133037387878,1161,67,26,69,1213,74,292,73,3704,64,3251,67,712,61,3050,71,-1,1778394369.1349633
1.8622119204814458,1.625756906755957,-1.1337428784091679,-0.2442191458924264,0.019418000012583737,1.0905762125171463,1225,67,4008,69,3123,74,285,68,1303,66,3969,69,668,63,,,-1,1778394369.9610894
2.000921791592167,1.42664452380144,-1.0863061343722138,-0.1974477365135819,0.012198664149988237,1.0812929388265493,3350,69,4030,68,1017,73,,,1156,65,102,70,527,67,1414,68,-1,1778394370.7250414
1.9852499019462586,1.4853968701851443,-1.0776121532853096,-0.17626224149777914,0.007377953975399647,1.0995378924185244,3326,67,4081,69,1091,73,3584,67,3389,67,195,70,356,69,3312,75,-1,1778394371.444999
2.0184941894331687,1.4083722133257186,-1.074718991045364,-0.13822249296457703,0.0012987727317185632,1.0872001871821917,1375,68,4000,69,3178,73,1064,71,1359,68,122,69,340,69,3448,71,-1,1778394372.2171946
2.0965521815516266,1.3374699757507111,-1.055687074017654,-0.09190918026084521,-0.006292663545110913,1.088365315572166,3467,70,3883,68,3377,72,2826,71,1508,67,19,69,703,70,3873,69,-1,1778394372.9834743
-2.8859477122192385,-1.6214933828244436,1.3944713764503196,-0.04684738554167979,-0.01473912697673307,1.0880146374070871,3364,71,1795,70,3918,73,645,72,1382,62,24,68,,,405,68,-1,1778394373.7487888
-2.863662550507009,-1.6328388020125881,1.3505305437357156,-0.005224768784968798,-0.020538448646951216,1.0875630463638397,1296,73,3921,71,3801,70,507,71,1287,64,4087,67,329,67,2481,60,-1,1778394374.4631126
2.194511501368068,1.2505693556219972,-1.0931941292049094,0.025864056258176088,-0.024062382914882188,1.0745331816197443,3310,73,3930,73,3759,71,382,72,1320,66,4008,67,539,72,,,-1,1778394375.229396
